Date,Store,Product,Sales,Price,day,month,lag_1,lag_2,rolling_mean,Predicted,Reorder_Point,Inventory_Status,Revenue,Profit,Anomaly
2023-01-15,Store_A,Bread,94,47,15,1,93.0,100.0,95.66666666666667,94.46,510.2319818551829,LOW,4418,883.6,NO
2023-01-16,Store_A,Bread,90,47,16,1,94.0,93.0,92.33333333333333,89.4,484.9319818551829,LOW,4230,846.0,NO
2023-01-17,Store_A,Bread,89,47,17,1,90.0,94.0,91.0,89.97,487.78198185518295,LOW,4183,836.6,NO
2023-01-18,Store_A,Bread,97,47,18,1,89.0,90.0,92.0,94.55,510.6819818551829,LOW,4559,911.8000000000001,NO
2023-01-19,Store_A,Bread,95,47,19,1,97.0,89.0,93.66666666666667,96.04,518.131981855183,LOW,4465,893.0,NO
2023-01-20,Store_A,Bread,94,47,20,1,95.0,97.0,95.33333333333333,94.26,509.231981855183,LOW,4418,883.6,NO
2023-01-21,Store_A,Bread,94,47,21,1,94.0,95.0,94.33333333333333,94.93,512.581981855183,LOW,4418,883.6,NO
2023-01-22,Store_A,Bread,102,47,22,1,94.0,94.0,96.66666666666667,99.78,536.8319818551829,LOW,4794,958.8000000000001,NO
2023-01-23,Store_A,Bread,94,47,23,1,102.0,94.0,96.66666666666667,94.95,512.6819818551829,LOW,4418,883.6,NO
2023-01-24,Store_A,Bread,96,47,24,1,94.0,102.0,97.33333333333333,96.64,521.131981855183,LOW,4512,902.4000000000001,NO
2023-01-25,Store_A,Bread,99,47,25,1,96.0,94.0,96.33333333333333,98.21,528.9819818551829,LOW,4653,930.6,NO
2023-01-26,Store_A,Bread,92,47,26,1,99.0,96.0,95.66666666666667,92.62,501.03198185518295,LOW,4324,864.8000000000001,NO
2023-01-27,Store_A,Bread,100,47,27,1,92.0,99.0,97.0,98.5,530.4319818551829,LOW,4700,940.0,NO
2023-01-28,Store_A,Bread,85,47,28,1,100.0,92.0,92.33333333333333,85.72,466.53198185518295,LOW,3995,799.0,NO
2023-01-29,Store_A,Bread,94,47,29,1,85.0,100.0,93.0,94.45,510.1819818551829,LOW,4418,883.6,NO
2023-01-30,Store_A,Bread,84,47,30,1,94.0,85.0,87.66666666666667,85.18,463.831981855183,LOW,3948,789.6,NO
2023-01-31,Store_A,Bread,86,47,31,1,84.0,94.0,88.0,87.66,476.2319818551829,LOW,4042,808.4000000000001,NO
2023-02-01,Store_A,Bread,86,47,1,2,86.0,84.0,85.33333333333333,85.71,466.4819818551829,LOW,4042,808.4000000000001,NO
2023-02-02,Store_A,Bread,83,47,2,2,86.0,86.0,85.0,83.7,456.4319818551829,LOW,3901,780.2,NO
2023-02-03,Store_A,Bread,83,47,3,2,83.0,86.0,84.0,84.87,462.28198185518295,LOW,3901,780.2,NO
2023-02-04,Store_A,Bread,81,47,4,2,83.0,83.0,82.33333333333333,80.84,442.13198185518297,LOW,3807,761.4000000000001,NO
2023-02-05,Store_A,Bread,80,47,5,2,81.0,83.0,81.33333333333333,80.65,441.1819818551829,LOW,3760,752.0,NO
2023-02-06,Store_A,Bread,79,47,6,2,80.0,81.0,80.0,80.62,441.03198185518295,LOW,3713,742.6,NO
2023-02-07,Store_A,Bread,95,47,7,2,79.0,80.0,84.66666666666667,92.22,499.03198185518295,LOW,4465,893.0,NO
2023-02-08,Store_A,Bread,81,47,8,2,95.0,79.0,85.0,84.33,459.5819818551829,LOW,3807,761.4000000000001,NO
2023-02-09,Store_A,Bread,84,47,9,2,81.0,95.0,86.66666666666667,85.29,464.38198185518297,LOW,3948,789.6,NO
2023-02-10,Store_A,Bread,90,47,10,2,84.0,81.0,85.0,89.06,483.231981855183,LOW,4230,846.0,NO
2023-02-11,Store_A,Bread,91,47,11,2,90.0,84.0,88.33333333333333,91.41,494.9819818551829,LOW,4277,855.4000000000001,NO
2023-02-12,Store_A,Bread,78,47,12,2,91.0,90.0,86.33333333333333,79.99,437.88198185518297,LOW,3666,733.2,NO
2023-02-13,Store_A,Bread,79,47,13,2,78.0,91.0,82.66666666666667,80.0,437.9319818551829,LOW,3713,742.6,NO
2023-02-14,Store_A,Bread,76,47,14,2,79.0,78.0,77.66666666666667,77.29,424.38198185518297,LOW,3572,714.4000000000001,NO
2023-02-15,Store_A,Bread,87,47,15,2,76.0,79.0,80.66666666666667,84.89,462.38198185518297,LOW,4089,817.8000000000001,NO
2023-02-16,Store_A,Bread,91,47,16,2,87.0,76.0,84.66666666666667,89.33,484.5819818551829,LOW,4277,855.4000000000001,NO
2023-02-17,Store_A,Bread,82,47,17,2,91.0,87.0,86.66666666666667,82.25,449.1819818551829,LOW,3854,770.8000000000001,NO
2023-02-18,Store_A,Bread,75,47,18,2,82.0,91.0,82.66666666666667,76.61,420.981981855183,LOW,3525,705.0,NO
2023-02-19,Store_A,Bread,79,47,19,2,75.0,82.0,78.66666666666667,80.55,440.6819818551829,LOW,3713,742.6,NO
2023-02-20,Store_A,Bread,81,47,20,2,79.0,75.0,78.33333333333333,79.79,436.88198185518297,LOW,3807,761.4000000000001,NO
2023-02-21,Store_A,Bread,77,47,21,2,81.0,79.0,79.0,77.98,427.831981855183,LOW,3619,723.8000000000001,NO
2023-02-22,Store_A,Bread,74,47,22,2,77.0,81.0,77.33333333333333,75.71,416.4819818551829,LOW,3478,695.6,NO
2023-02-23,Store_A,Bread,91,47,23,2,74.0,77.0,80.66666666666667,87.82,477.03198185518295,LOW,4277,855.4000000000001,NO
2023-02-24,Store_A,Bread,79,47,24,2,91.0,74.0,81.33333333333333,80.43,440.081981855183,LOW,3713,742.6,NO
2023-02-25,Store_A,Bread,89,47,25,2,79.0,91.0,86.33333333333333,88.29,479.38198185518297,LOW,4183,836.6,NO
2023-02-26,Store_A,Bread,87,47,26,2,89.0,79.0,85.0,86.93,472.581981855183,LOW,4089,817.8000000000001,NO
2023-02-27,Store_A,Bread,84,47,27,2,87.0,89.0,86.66666666666667,85.14,463.63198185518297,LOW,3948,789.6,NO
2023-02-28,Store_A,Bread,89,47,28,2,84.0,87.0,86.66666666666667,87.79,476.88198185518297,LOW,4183,836.6,NO
2023-03-01,Store_A,Bread,92,47,1,3,89.0,84.0,88.33333333333333,92.32,499.53198185518295,LOW,4324,864.8000000000001,NO
2023-03-02,Store_A,Bread,89,47,2,3,92.0,89.0,90.0,89.25,484.1819818551829,LOW,4183,836.6,NO
2023-03-03,Store_A,Bread,99,47,3,3,89.0,92.0,93.33333333333333,99.39,534.881981855183,LOW,4653,930.6,NO
2023-03-04,Store_A,Bread,93,47,4,3,99.0,89.0,93.66666666666667,94.02,508.03198185518295,LOW,4371,874.2,NO
2023-03-05,Store_A,Bread,85,47,5,3,93.0,99.0,92.33333333333333,87.24,474.13198185518297,LOW,3995,799.0,NO
2023-03-06,Store_A,Bread,95,47,6,3,85.0,93.0,91.0,93.22,504.03198185518295,LOW,4465,893.0,NO
2023-03-07,Store_A,Bread,102,47,7,3,95.0,85.0,94.0,100.52,540.531981855183,LOW,4794,958.8000000000001,NO
2023-03-08,Store_A,Bread,104,47,8,3,102.0,95.0,100.33333333333333,103.94,557.631981855183,LOW,4888,977.6,NO
2023-03-09,Store_A,Bread,105,47,9,3,104.0,102.0,103.66666666666667,104.92,562.531981855183,LOW,4935,987.0,NO
2023-03-10,Store_A,Bread,106,47,10,3,105.0,104.0,105.0,105.6,565.9319818551829,LOW,4982,996.4000000000001,NO
2023-03-11,Store_A,Bread,105,47,11,3,106.0,105.0,105.33333333333333,105.04,563.131981855183,LOW,4935,987.0,NO
2023-03-12,Store_A,Bread,100,47,12,3,105.0,106.0,103.66666666666667,100.36,539.731981855183,LOW,4700,940.0,NO
2023-03-13,Store_A,Bread,99,47,13,3,100.0,105.0,101.33333333333333,100.08,538.3319818551829,LOW,4653,930.6,NO
2023-03-14,Store_A,Bread,111,47,14,3,99.0,100.0,103.33333333333333,109.72,586.531981855183,LOW,5217,1043.4,NO
2023-03-15,Store_A,Bread,101,47,15,3,111.0,99.0,103.66666666666667,101.87,547.281981855183,LOW,4747,949.4000000000001,NO
2023-03-16,Store_A,Bread,95,47,16,3,101.0,111.0,102.33333333333333,96.24,519.131981855183,LOW,4465,893.0,NO
2023-03-17,Store_A,Bread,98,47,17,3,95.0,101.0,98.0,97.21,523.9819818551829,LOW,4606,921.2,NO
2023-03-18,Store_A,Bread,106,47,18,3,98.0,95.0,99.66666666666667,105.24,564.1319818551829,LOW,4982,996.4000000000001,NO
2023-03-19,Store_A,Bread,108,47,19,3,106.0,98.0,104.0,106.47,570.281981855183,LOW,5076,1015.2,NO
2023-03-20,Store_A,Bread,110,47,20,3,108.0,106.0,108.0,108.73,581.5819818551829,LOW,5170,1034.0,NO
2023-03-21,Store_A,Bread,96,47,21,3,110.0,108.0,104.66666666666667,97.91,527.4819818551829,LOW,4512,902.4000000000001,NO
2023-03-22,Store_A,Bread,98,47,22,3,96.0,110.0,101.33333333333333,98.88,532.3319818551829,LOW,4606,921.2,NO
2023-03-23,Store_A,Bread,99,47,23,3,98.0,96.0,97.66666666666667,97.43,525.081981855183,LOW,4653,930.6,NO
2023-03-24,Store_A,Bread,111,47,24,3,99.0,98.0,102.66666666666667,109.33,584.5819818551829,LOW,5217,1043.4,NO
2023-03-25,Store_A,Bread,98,47,25,3,111.0,99.0,102.66666666666667,99.24,534.131981855183,LOW,4606,921.2,NO
2023-03-26,Store_A,Bread,112,47,26,3,98.0,111.0,107.0,110.58,590.8319818551829,LOW,5264,1052.8,NO
2023-03-27,Store_A,Bread,110,47,27,3,112.0,98.0,106.66666666666667,109.38,584.8319818551829,LOW,5170,1034.0,NO
2023-03-28,Store_A,Bread,100,47,28,3,110.0,112.0,107.33333333333333,102.21,548.9819818551829,LOW,4700,940.0,NO
2023-03-29,Store_A,Bread,100,47,29,3,100.0,110.0,103.33333333333333,100.82,542.031981855183,LOW,4700,940.0,NO
2023-03-30,Store_A,Bread,102,47,30,3,100.0,100.0,100.66666666666667,102.32,549.531981855183,LOW,4794,958.8000000000001,NO
2023-03-31,Store_A,Bread,106,47,31,3,102.0,100.0,102.66666666666667,104.83,562.0819818551829,LOW,4982,996.4000000000001,NO
2023-04-01,Store_A,Bread,110,47,1,4,106.0,102.0,106.0,108.67,581.281981855183,LOW,5170,1034.0,NO
2023-04-02,Store_A,Bread,98,47,2,4,110.0,106.0,104.66666666666667,99.35,534.6819818551829,LOW,4606,921.2,NO
2023-04-03,Store_A,Bread,108,47,3,4,98.0,110.0,105.33333333333333,107.15,573.6819818551829,LOW,5076,1015.2,NO
2023-04-04,Store_A,Bread,90,47,4,4,108.0,98.0,98.66666666666667,91.36,494.731981855183,LOW,4230,846.0,NO
2023-04-05,Store_A,Bread,103,47,5,4,90.0,108.0,100.33333333333333,101.99,547.881981855183,LOW,4841,968.2,NO
2023-04-06,Store_A,Bread,96,47,6,4,103.0,90.0,96.33333333333333,95.41,514.9819818551829,LOW,4512,902.4000000000001,NO
2023-04-07,Store_A,Bread,95,47,7,4,96.0,103.0,98.0,95.64,516.131981855183,LOW,4465,893.0,NO
2023-04-08,Store_A,Bread,85,47,8,4,95.0,96.0,92.0,86.84,472.13198185518297,LOW,3995,799.0,NO
2023-04-09,Store_A,Bread,91,47,9,4,85.0,95.0,90.33333333333333,90.81,491.981981855183,LOW,4277,855.4000000000001,NO
2023-04-10,Store_A,Bread,92,47,10,4,91.0,85.0,89.33333333333333,91.4,494.9319818551829,LOW,4324,864.8000000000001,NO
2023-04-11,Store_A,Bread,100,47,11,4,92.0,91.0,94.33333333333333,100.11,538.481981855183,LOW,4700,940.0,NO
2023-04-12,Store_A,Bread,81,47,12,4,100.0,92.0,91.0,83.99,457.88198185518297,LOW,3807,761.4000000000001,NO
2023-04-13,Store_A,Bread,96,47,13,4,81.0,100.0,92.33333333333333,94.0,507.9319818551829,LOW,4512,902.4000000000001,NO
2023-04-14,Store_A,Bread,92,47,14,4,96.0,81.0,89.66666666666667,91.64,496.13198185518297,LOW,4324,864.8000000000001,NO
2023-04-15,Store_A,Bread,95,47,15,4,92.0,96.0,94.33333333333333,95.11,513.481981855183,LOW,4465,893.0,NO
2023-04-16,Store_A,Bread,92,47,16,4,95.0,92.0,93.0,92.81,501.981981855183,LOW,4324,864.8000000000001,NO
2023-04-17,Store_A,Bread,92,47,17,4,92.0,95.0,93.0,93.26,504.231981855183,LOW,4324,864.8000000000001,NO
2023-04-18,Store_A,Bread,87,47,18,4,92.0,92.0,90.33333333333333,87.75,476.6819818551829,LOW,4089,817.8000000000001,NO
2023-04-19,Store_A,Bread,87,47,19,4,87.0,92.0,88.66666666666667,88.43,480.081981855183,LOW,4089,817.8000000000001,NO
2023-04-20,Store_A,Bread,90,47,20,4,87.0,87.0,88.0,89.03,483.0819818551829,LOW,4230,846.0,NO
2023-04-21,Store_A,Bread,90,47,21,4,90.0,87.0,89.0,90.16,488.7319818551829,LOW,4230,846.0,NO
2023-04-22,Store_A,Bread,82,47,22,4,90.0,90.0,87.33333333333333,83.59,455.88198185518297,LOW,3854,770.8000000000001,NO
2023-04-23,Store_A,Bread,90,47,23,4,82.0,90.0,87.33333333333333,89.04,483.13198185518297,LOW,4230,846.0,NO
2023-04-24,Store_A,Bread,86,47,24,4,90.0,82.0,86.0,86.4,469.9319818551829,LOW,4042,808.4000000000001,NO
2023-04-25,Store_A,Bread,89,47,25,4,86.0,90.0,88.33333333333333,89.78,486.8319818551829,LOW,4183,836.6,NO
2023-04-26,Store_A,Bread,80,47,26,4,89.0,86.0,85.0,81.99,447.88198185518297,LOW,3760,752.0,NO
2023-04-27,Store_A,Bread,91,47,27,4,80.0,89.0,86.66666666666667,90.0,487.9319818551829,LOW,4277,855.4000000000001,NO
2023-04-28,Store_A,Bread,95,47,28,4,91.0,80.0,88.66666666666667,93.72,506.53198185518295,LOW,4465,893.0,NO
2023-04-29,Store_A,Bread,87,47,29,4,95.0,91.0,91.0,87.22,474.03198185518295,LOW,4089,817.8000000000001,NO
2023-04-30,Store_A,Bread,97,47,30,4,87.0,95.0,93.0,94.98,512.831981855183,LOW,4559,911.8000000000001,NO
2023-05-01,Store_A,Bread,88,47,1,5,97.0,87.0,90.66666666666667,88.48,480.331981855183,LOW,4136,827.2,NO
2023-05-02,Store_A,Bread,92,47,2,5,88.0,97.0,92.33333333333333,91.81,496.981981855183,LOW,4324,864.8000000000001,NO
2023-05-03,Store_A,Bread,105,47,3,5,92.0,88.0,95.0,103.19,553.881981855183,LOW,4935,987.0,NO
2023-05-04,Store_A,Bread,95,47,4,5,105.0,92.0,97.33333333333333,95.05,513.1819818551829,LOW,4465,893.0,NO
2023-05-05,Store_A,Bread,103,47,5,5,95.0,105.0,101.0,102.4,549.9319818551829,LOW,4841,968.2,NO
2023-05-06,Store_A,Bread,89,47,6,5,103.0,95.0,95.66666666666667,89.82,487.03198185518295,LOW,4183,836.6,NO
2023-05-07,Store_A,Bread,106,47,7,5,89.0,103.0,99.33333333333333,103.72,556.531981855183,LOW,4982,996.4000000000001,NO
2023-05-08,Store_A,Bread,105,47,8,5,106.0,89.0,100.0,104.57,560.7819818551828,LOW,4935,987.0,NO
2023-05-09,Store_A,Bread,101,47,9,5,105.0,106.0,104.0,101.09,543.381981855183,LOW,4747,949.4000000000001,NO
2023-05-10,Store_A,Bread,104,47,10,5,101.0,105.0,103.33333333333333,103.91,557.4819818551829,LOW,4888,977.6,NO
2023-05-11,Store_A,Bread,97,47,11,5,104.0,101.0,100.66666666666667,99.41,534.9819818551829,LOW,4559,911.8000000000001,NO
2023-05-12,Store_A,Bread,110,47,12,5,97.0,104.0,103.66666666666667,108.67,581.281981855183,LOW,5170,1034.0,NO
2023-05-13,Store_A,Bread,109,47,13,5,110.0,97.0,105.33333333333333,107.32,574.5319818551828,LOW,5123,1024.6000000000001,NO
2023-05-14,Store_A,Bread,112,47,14,5,109.0,110.0,110.33333333333333,112.63,601.0819818551829,LOW,5264,1052.8,NO
2023-05-15,Store_A,Bread,112,47,15,5,112.0,109.0,111.0,111.98,597.8319818551829,LOW,5264,1052.8,NO
2023-05-16,Store_A,Bread,108,47,16,5,112.0,112.0,110.66666666666667,108.65,581.1819818551829,LOW,5076,1015.2,NO
2023-05-17,Store_A,Bread,107,47,17,5,108.0,112.0,109.0,106.76,571.731981855183,LOW,5029,1005.8000000000001,NO
2023-05-18,Store_A,Bread,115,47,18,5,107.0,108.0,110.0,114.28,609.3319818551829,LOW,5405,1081.0,NO
2023-05-19,Store_A,Bread,112,47,19,5,115.0,107.0,111.33333333333333,111.73,596.5819818551829,LOW,5264,1052.8,NO
2023-05-20,Store_A,Bread,106,47,20,5,112.0,115.0,111.0,106.65,571.1819818551829,LOW,4982,996.4000000000001,NO
2023-05-21,Store_A,Bread,113,47,21,5,106.0,112.0,110.33333333333333,112.39,599.881981855183,LOW,5311,1062.2,NO
2023-05-22,Store_A,Bread,110,47,22,5,113.0,106.0,109.66666666666667,110.62,591.031981855183,LOW,5170,1034.0,NO
2023-05-23,Store_A,Bread,121,47,23,5,110.0,113.0,114.66666666666667,117.27,624.281981855183,LOW,5687,1137.4,NO
2023-05-24,Store_A,Bread,114,47,24,5,121.0,110.0,115.0,114.15,608.6819818551829,LOW,5358,1071.6000000000001,NO
2023-05-25,Store_A,Bread,104,47,25,5,114.0,121.0,113.0,106.77,571.781981855183,LOW,4888,977.6,NO
2023-05-26,Store_A,Bread,102,47,26,5,104.0,114.0,106.66666666666667,102.91,552.4819818551829,LOW,4794,958.8000000000001,NO
2023-05-27,Store_A,Bread,115,47,27,5,102.0,104.0,107.0,113.55,605.6819818551829,LOW,5405,1081.0,NO
2023-05-28,Store_A,Bread,111,47,28,5,115.0,102.0,109.33333333333333,110.8,591.9319818551829,LOW,5217,1043.4,NO
2023-05-29,Store_A,Bread,100,47,29,5,111.0,115.0,108.66666666666667,101.82,547.031981855183,LOW,4700,940.0,NO
2023-05-30,Store_A,Bread,103,47,30,5,100.0,111.0,104.66666666666667,102.28,549.3319818551829,LOW,4841,968.2,NO
2023-05-31,Store_A,Bread,113,47,31,5,103.0,100.0,105.33333333333333,109.98,587.8319818551829,LOW,5311,1062.2,NO
2023-06-01,Store_A,Bread,113,47,1,6,113.0,103.0,109.66666666666667,112.29,599.381981855183,LOW,5311,1062.2,NO
2023-06-02,Store_A,Bread,98,47,2,6,113.0,113.0,108.0,100.08,538.3319818551829,LOW,4606,921.2,NO
2023-06-03,Store_A,Bread,114,47,3,6,98.0,113.0,108.33333333333333,110.33,589.5819818551829,LOW,5358,1071.6000000000001,NO
2023-06-04,Store_A,Bread,105,47,4,6,114.0,98.0,105.66666666666667,106.12,568.531981855183,LOW,4935,987.0,NO
2023-06-05,Store_A,Bread,98,47,5,6,105.0,114.0,105.66666666666667,99.16,533.7319818551829,LOW,4606,921.2,NO
2023-06-06,Store_A,Bread,100,47,6,6,98.0,105.0,101.0,101.09,543.381981855183,LOW,4700,940.0,NO
2023-06-07,Store_A,Bread,112,47,7,6,100.0,98.0,103.33333333333333,110.67,591.281981855183,LOW,5264,1052.8,NO
2023-06-08,Store_A,Bread,110,47,8,6,112.0,100.0,107.33333333333333,109.65,586.1819818551829,LOW,5170,1034.0,NO
2023-06-09,Store_A,Bread,104,47,9,6,110.0,112.0,108.66666666666667,105.1,563.4319818551829,LOW,4888,977.6,NO
2023-06-10,Store_A,Bread,93,47,10,6,104.0,110.0,102.33333333333333,95.21,513.9819818551829,LOW,4371,874.2,NO
2023-06-11,Store_A,Bread,107,47,11,6,93.0,104.0,101.33333333333333,105.54,565.631981855183,LOW,5029,1005.8000000000001,NO
2023-06-12,Store_A,Bread,106,47,12,6,107.0,93.0,102.0,105.46,565.2319818551829,LOW,4982,996.4000000000001,NO
2023-06-13,Store_A,Bread,97,47,13,6,106.0,107.0,103.33333333333333,98.56,530.731981855183,LOW,4559,911.8000000000001,NO
2023-06-14,Store_A,Bread,100,47,14,6,97.0,106.0,101.0,100.23,539.081981855183,LOW,4700,940.0,NO
2023-06-15,Store_A,Bread,87,47,15,6,100.0,97.0,94.66666666666667,88.8,481.9319818551829,LOW,4089,817.8000000000001,NO
2023-06-16,Store_A,Bread,98,47,16,6,87.0,100.0,95.0,97.58,525.8319818551829,LOW,4606,921.2,NO
2023-06-17,Store_A,Bread,89,47,17,6,98.0,87.0,91.33333333333333,88.6,480.9319818551829,LOW,4183,836.6,NO
2023-06-18,Store_A,Bread,98,47,18,6,89.0,98.0,95.0,97.78,526.8319818551829,LOW,4606,921.2,NO
2023-06-19,Store_A,Bread,87,47,19,6,98.0,89.0,91.33333333333333,87.51,475.481981855183,LOW,4089,817.8000000000001,NO
2023-06-20,Store_A,Bread,95,47,20,6,87.0,98.0,93.33333333333333,95.63,516.0819818551829,LOW,4465,893.0,NO
2023-06-21,Store_A,Bread,87,47,21,6,95.0,87.0,89.66666666666667,87.87,477.28198185518295,LOW,4089,817.8000000000001,NO
2023-06-22,Store_A,Bread,86,47,22,6,87.0,95.0,89.33333333333333,87.48,475.331981855183,LOW,4042,808.4000000000001,NO
2023-06-23,Store_A,Bread,93,47,23,6,86.0,87.0,88.66666666666667,91.79,496.88198185518297,LOW,4371,874.2,NO
2023-06-24,Store_A,Bread,90,47,24,6,93.0,86.0,89.66666666666667,89.46,485.2319818551829,LOW,4230,846.0,NO
2023-06-25,Store_A,Bread,88,47,25,6,90.0,93.0,90.33333333333333,88.04,478.13198185518297,LOW,4136,827.2,NO
2023-06-26,Store_A,Bread,103,47,26,6,88.0,90.0,93.66666666666667,100.5,540.4319818551829,LOW,4841,968.2,NO
2023-06-27,Store_A,Bread,101,47,27,6,103.0,88.0,97.33333333333333,100.33,539.5819818551829,LOW,4747,949.4000000000001,NO
2023-06-28,Store_A,Bread,94,47,28,6,101.0,103.0,99.33333333333333,96.31,519.481981855183,LOW,4418,883.6,NO
2023-06-29,Store_A,Bread,105,47,29,6,94.0,101.0,100.0,103.96,557.7319818551829,LOW,4935,987.0,NO
2023-06-30,Store_A,Bread,94,47,30,6,105.0,94.0,97.66666666666667,95.02,513.031981855183,LOW,4418,883.6,NO
2023-07-01,Store_A,Bread,90,47,1,7,94.0,105.0,96.33333333333333,92.52,500.53198185518295,LOW,4230,846.0,NO
2023-07-02,Store_A,Bread,103,47,2,7,90.0,94.0,95.66666666666667,101.34,544.631981855183,LOW,4841,968.2,NO
2023-07-03,Store_A,Bread,93,47,3,7,103.0,90.0,95.33333333333333,93.3,504.4319818551829,LOW,4371,874.2,NO
2023-07-04,Store_A,Bread,92,47,4,7,93.0,103.0,96.0,92.89,502.38198185518297,LOW,4324,864.8000000000001,NO
2023-07-05,Store_A,Bread,101,47,5,7,92.0,93.0,95.33333333333333,100.42,540.031981855183,LOW,4747,949.4000000000001,NO
2023-07-06,Store_A,Bread,106,47,6,7,101.0,92.0,99.66666666666667,105.33,564.5819818551829,LOW,4982,996.4000000000001,NO
2023-07-07,Store_A,Bread,111,47,7,7,106.0,101.0,106.0,109.76,586.731981855183,LOW,5217,1043.4,NO
2023-07-08,Store_A,Bread,112,47,8,7,111.0,106.0,109.66666666666667,112.04,598.131981855183,LOW,5264,1052.8,NO
2023-07-09,Store_A,Bread,112,47,9,7,112.0,111.0,111.66666666666667,111.98,597.8319818551829,LOW,5264,1052.8,NO
2023-07-10,Store_A,Bread,115,47,10,7,112.0,112.0,113.0,112.89,602.381981855183,LOW,5405,1081.0,NO
2023-07-11,Store_A,Bread,107,47,11,7,115.0,112.0,111.33333333333333,108.97,582.781981855183,LOW,5029,1005.8000000000001,NO
2023-07-12,Store_A,Bread,101,47,12,7,107.0,115.0,107.66666666666667,101.22,544.031981855183,LOW,4747,949.4000000000001,NO
2023-07-13,Store_A,Bread,111,47,13,7,101.0,107.0,106.33333333333333,109.94,587.631981855183,LOW,5217,1043.4,NO
2023-07-14,Store_A,Bread,104,47,14,7,111.0,101.0,105.33333333333333,105.0,562.9319818551829,LOW,4888,977.6,NO
2023-07-15,Store_A,Bread,118,47,15,7,104.0,111.0,111.0,115.98,617.8319818551829,LOW,5546,1109.2,NO
2023-07-16,Store_A,Bread,118,47,16,7,118.0,104.0,113.33333333333333,116.52,620.531981855183,LOW,5546,1109.2,NO
2023-07-17,Store_A,Bread,110,47,17,7,118.0,118.0,115.33333333333333,111.44,595.131981855183,LOW,5170,1034.0,NO
2023-07-18,Store_A,Bread,119,47,18,7,110.0,118.0,115.66666666666667,115.25,614.1819818551829,LOW,5593,1118.6000000000001,NO
2023-07-19,Store_A,Bread,114,47,19,7,119.0,110.0,114.33333333333333,114.33,609.5819818551829,LOW,5358,1071.6000000000001,NO
2023-01-03,Store_A,Eggs,50,46,3,1,51.0,61.0,54.0,51.67,294.8490160495983,LOW,2300,460.0,NO
2023-01-04,Store_A,Eggs,62,46,4,1,50.0,51.0,54.333333333333336,58.86,330.79901604959826,LOW,2852,570.4,NO
2023-01-05,Store_A,Eggs,55,46,5,1,62.0,50.0,55.666666666666664,55.08,311.89901604959823,LOW,2530,506.0,NO
2023-01-06,Store_A,Eggs,60,46,6,1,55.0,62.0,59.0,60.73,340.14901604959823,LOW,2760,552.0,NO
2023-01-07,Store_A,Eggs,55,46,7,1,60.0,55.0,56.666666666666664,56.02,316.5990160495983,LOW,2530,506.0,NO
2023-01-08,Store_A,Eggs,65,46,8,1,55.0,60.0,60.0,63.54,354.19901604959824,LOW,2990,598.0,NO
2023-01-09,Store_A,Eggs,58,46,9,1,65.0,55.0,59.333333333333336,58.87,330.8490160495982,LOW,2668,533.6,NO
2023-01-10,Store_A,Eggs,61,46,10,1,58.0,65.0,61.333333333333336,61.46,343.79901604959826,LOW,2806,561.2,NO
2023-01-11,Store_A,Eggs,63,46,11,1,61.0,58.0,60.666666666666664,61.53,344.14901604959823,LOW,2898,579.6,NO
2023-01-12,Store_A,Eggs,66,46,12,1,63.0,61.0,63.333333333333336,65.6,364.49901604959825,LOW,3036,607.2,NO
2023-01-13,Store_A,Eggs,64,46,13,1,66.0,63.0,64.33333333333333,64.25,357.74901604959825,LOW,2944,588.8000000000001,NO
2023-01-14,Store_A,Eggs,60,46,14,1,64.0,66.0,63.333333333333336,60.78,340.39901604959823,LOW,2760,552.0,NO
2023-01-15,Store_A,Eggs,73,46,15,1,60.0,64.0,65.66666666666667,70.07,386.8490160495982,LOW,3358,671.6,NO
2023-01-16,Store_A,Eggs,60,46,16,1,73.0,60.0,64.33333333333333,61.2,342.49901604959825,LOW,2760,552.0,NO
2023-01-17,Store_A,Eggs,62,46,17,1,60.0,73.0,65.0,63.03,351.64901604959823,LOW,2852,570.4,NO
2023-01-18,Store_A,Eggs,68,46,18,1,62.0,60.0,63.333333333333336,67.2,372.49901604959825,LOW,3128,625.6,NO
2023-01-19,Store_A,Eggs,74,46,19,1,68.0,62.0,68.0,71.22,392.5990160495983,LOW,3404,680.8000000000001,NO
2023-01-20,Store_A,Eggs,71,46,20,1,74.0,68.0,71.0,70.99,391.44901604959824,LOW,3266,653.2,NO
2023-01-21,Store_A,Eggs,69,46,21,1,71.0,74.0,71.33333333333333,69.62,384.5990160495983,LOW,3174,634.8000000000001,NO
2023-01-22,Store_A,Eggs,57,46,22,1,69.0,71.0,65.66666666666667,57.87,325.8490160495982,LOW,2622,524.4,NO
2023-01-23,Store_A,Eggs,57,46,23,1,57.0,69.0,61.0,58.12,327.0990160495982,LOW,2622,524.4,NO
2023-01-24,Store_A,Eggs,64,46,24,1,57.0,57.0,59.333333333333336,62.58,349.39901604959823,LOW,2944,588.8000000000001,NO
2023-01-25,Store_A,Eggs,67,46,25,1,64.0,57.0,62.666666666666664,66.52,369.0990160495982,LOW,3082,616.4000000000001,NO
2023-01-26,Store_A,Eggs,72,46,26,1,67.0,64.0,67.66666666666667,71.38,393.39901604959823,LOW,3312,662.4000000000001,NO
